timestamp,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2021-10-04 00:00:00+00:00,47660,49283,47113,48215.5,109336,750915700,48181.6255,38600,1.56E+12,15585.12581,750915700
2021-10-05 00:00:00+00:00,48215.5,49490,46922.5,49222,167675,1374474000,48228.3322,600,2.85E+12,28499.40585,1374474000
2021-10-06 00:00:00+00:00,49222,51946.5,49053.5,51500,164971,1348951600,50379.8642,700,2.68E+12,26775.71465,1348951600
2021-10-07 00:00:00+00:00,51500,55830,50424,55337.5,199520,1846667700,53039.9868,200,3.48E+12,34816.55285,1846667700
2021-10-08 00:00:00+00:00,55337.5,55338,53410,53817.5,136792,1190088200,54319.1904,2500,2.19E+12,21909.21219,1190088200
2021-10-09 00:00:00+00:00,53817.5,56297.5,53610,53976.5,146664,1282897200,54737.2339,100,2.34E+12,23437.42453,1282897200
2021-10-10 00:00:00+00:00,53976.5,55550,53682,54974.5,95957,712278800,54803.5293,100,1.30E+12,12996.95236,712278800
2021-10-11 00:00:00+00:00,54974.5,56645,54074,54718.5,147184,1237832400,55236.4118,100,2.24E+12,22409.83959,1237832400
2021-10-12 00:00:00+00:00,54718.5,57890,54469.5,57504.5,165493,1410009600,56661.0761,3200,2.49E+12,24884.98087,1410009600
2021-10-13 00:00:00+00:00,57504.5,57737,53887.5,56030.5,191115,1793930800,56243.6023,100,3.19E+12,31895.77805,1793930800
2021-10-14 00:00:00+00:00,56030.5,57865,54265,57419.5,187634,1494666400,55954.0729,100,2.67E+12,26712.38435,1494666400
2021-10-15 00:00:00+00:00,57419.5,58592,56783,57377,137534,1122332400,57642.2033,100,1.95E+12,19470.75479,1122332400
2021-10-16 00:00:00+00:00,57377,63100,56878,61676,249154,2245894500,60200.3468,16000,3.73E+12,37307.13844,2245894500
2021-10-17 00:00:00+00:00,61676,62406,60206,60922.5,137674,830928500,61299.6757,100,1.36E+12,13555.26808,830928500
2021-10-18 00:00:00+00:00,60922.5,61765,58933,61553,252842,1042168600,60638.0334,500,1.72E+12,17186.76954,1042168600
2021-10-19 00:00:00+00:00,61553,62787.5,59860,62027.5,185768,1509691900,61609.3597,1500,2.45E+12,24504.31332,1509691900
2021-10-20 00:00:00+00:00,62027.5,64510,61250,64316,195272,1654570400,62819.5947,1200,2.63E+12,26338.51599,1654570400
2021-10-21 00:00:00+00:00,64316,67128.5,63522.5,66059.5,178226,1618199100,65441.5999,100,2.47E+12,24727.44883,1618199100
2021-10-22 00:00:00+00:00,66059.5,66689.5,61550,62218,319573,2790162900,64289.2502,33100,4.34E+12,43400.26181,2790162900
2021-10-23 00:00:00+00:00,62218,63723.5,60044,60715.5,173275,1614482000,61912.2209,200,2.61E+12,26077.02313,1614482000
2021-10-24 00:00:00+00:00,60715.5,61788,59625,61335,103331,796789500,61013.5572,100,1.31E+12,13059.23818,796789500
2021-10-25 00:00:00+00:00,61335,61550,59505,60901,121306,1040997600,60546.9814,200,1.72E+12,17193.22058,1040997600
2021-10-26 00:00:00+00:00,60901,63777,60682.5,63125.5,146847,1425567000,62703.3941,25200,2.27E+12,22735.16543,1425567000
2021-10-27 00:00:00+00:00,63125.5,63411,59803.5,60257,156847,1544593500,61984.7518,12000,2.49E+12,24919.00964,1544593500
2021-10-28 00:00:00+00:00,60257,62358,58000,58499.5,210623,2002767300,59346.4766,100,3.37E+12,33747.16043,2002767300
2021-10-29 00:00:00+00:00,58499.5,62636,57505,60633.5,223341,1955425800,60172.0922,1000,3.25E+12,32497.31882,1955425800
2021-10-30 00:00:00+00:00,60633.5,62998.5,60200,62322,173230,1573397900,61517.6402,4200,2.56E+12,25576.46515,1573397900
2021-10-31 00:00:00+00:00,62322,62412,60715,61925,101821,779242800,61619.9895,3600,1.26E+12,12645.97407,779242800
2021-11-01 00:00:00+00:00,61925,62491.5,60034,61344,125920,972657500,61041.4899,100,1.59E+12,15934.37062,972657500
2021-11-02 00:00:00+00:00,61344,62558,59521.5,60952.5,168479,1364569300,61248.6143,2200,2.23E+12,22279.28681,1364569300
2021-11-03 00:00:00+00:00,60952.5,64341.5,60656.5,63319.5,154369,1248284800,62807.3635,40000,1.99E+12,19874.87064,1248284800
2021-11-04 00:00:00+00:00,63319.5,63614.5,60014.5,62946,155437,1248250200,62555.1267,300,2.00E+12,19954.456,1248250200
2021-11-05 00:00:00+00:00,62946,63156,60679.5,61453,130262,960331200,61769.9563,2200,1.55E+12,15546.90098,960331200
2021-11-06 00:00:00+00:00,61453,62650,60782,61037,113373,862208600,61561.9498,5100,1.40E+12,14005.55012,862208600
2021-11-07 00:00:00+00:00,61037,61629,60125,61524.5,100885,778137900,60899.4854,100,1.28E+12,12777.45572,778137900
2021-11-08 00:00:00+00:00,61524.5,63375,61395,63352,104418,815080900,62268.4392,500,1.31E+12,13089.81565,815080900
2021-11-09 00:00:00+00:00,63352,67917,63352,67642,171394,1463077700,65805.4921,10000,2.22E+12,22233.38843,1463077700
2021-11-10 00:00:00+00:00,67642,68675,66289.5,66998.5,142469,1190911700,67545.6609,6000,1.76E+12,17631.24797,1190911700
2021-11-11 00:00:00+00:00,66998.5,69146.5,62834,64890,208813,2066411900,66378.143,9400,3.11E+12,31130.9447,2066411900
2021-11-12 00:00:00+00:00,64890,65640,64120,64803.5,113750,812111800,64911.4608,100,1.25E+12,12511.14469,812111800
2021-11-13 00:00:00+00:00,64803.5,65485,62277.5,64139.5,168818,1301990700,63859.8149,12500,2.04E+12,20388.31619,1301990700
2021-11-14 00:00:00+00:00,64139.5,65000,63381.5,64393.5,96251,570306800,64135.8654,300,8.89E+11,8892.196248,570306800
2021-11-15 00:00:00+00:00,64393.5,65559.5,63580,65559.5,102146,681765600,64484.5108,100,1.06E+12,10572.57435,681765600
2021-11-16 00:00:00+00:00,65559.5,66387,63404,63603.5,131210,955110700,64918.6245,100,1.47E+12,14712.47688,955110700
2021-11-17 00:00:00+00:00,63603.5,63603.5,58533,60100,253035,2142131300,60705.7652,100,3.53E+12,35287.17505,2142131300
2021-11-18 00:00:00+00:00,60100,60890,58388,60360,182652,1258905400,59764.6468,100,2.11E+12,21064.49931,1258905400
2021-11-19 00:00:00+00:00,60360,60988,56460,56903.5,238995,1765707300,58457.6533,100,3.02E+12,30204.91777,1765707300
2021-11-20 00:00:00+00:00,56903.5,58338,55655,58076.5,149294,1000498100,57104.0264,100,1.75E+12,17520.65232,1000498100
2021-11-21 00:00:00+00:00,58076.5,59862.5,57415.5,59739.5,100995,664355500,58642.0839,300,1.13E+12,11329.04428,664355500
2021-11-22 00:00:00+00:00,59739.5,60050,58505.5,58650,96987,654914600,59140.8024,5500,1.11E+12,11073.84527,654914600
2021-11-23 00:00:00+00:00,58650,59576.5,55560,56271,190326,1419633600,57386.5038,5000,2.47E+12,24738.23295,1419633600
2021-11-24 00:00:00+00:00,56271,57885.5,55335.5,57546,148559,1181629700,56829.1602,300,2.08E+12,20792.68183,1181629700
2021-11-25 00:00:00+00:00,57546,57755.5,55888,57175.5,128847,863038900,56727.611,2800,1.52E+12,15213.80152,863038900
2021-11-26 00:00:00+00:00,57175.5,59448.5,57055,58976,123113,887460300,58264.5326,4700,1.52E+12,15231.65751,887460300
2021-11-27 00:00:00+00:00,58976,59186.5,53511,53782,224847,1783383500,55385.7061,18000,3.22E+12,32199.35585,1783383500
2021-11-28 00:00:00+00:00,53782,55284,53647.5,54750.5,105063,569449500,54661.237,1200,1.04E+12,10417.8393,569449500
2021-11-29 00:00:00+00:00,54750.5,57480.5,53315.5,57343,138787,907317800,54926.9472,100,1.65E+12,16518.65407,907317800
2021-11-30 00:00:00+00:00,57343,58919,56737.5,57842.5,120916,873341400,57670.7921,500,1.51E+12,15143.6294,873341400
2021-12-01 00:00:00+00:00,57842.5,59282,55925,56968.5,196459,1345916000,57430.9967,19900,2.34E+12,23435.395,1345916000
2021-12-02 00:00:00+00:00,56968.5,59124,56497,57202,163719,1114520300,57568.2039,100,1.94E+12,19360.10342,1114520300
2021-12-03 00:00:00+00:00,57202,57412,55811,56508,148740,1000391600,56623.2178,200,1.77E+12,17667.5492,1000391600
2021-12-04 00:00:00+00:00,56508,57699,51554.5,53633,214702,1889433700,54838.0905,300,3.45E+12,34454.94017,1889433700
2021-12-05 00:00:00+00:00,53633,53856.5,41498.5,49205,359562,2805872600,48160.5093,100,5.83E+12,58261.09969,2805872600
2021-12-06 00:00:00+00:00,49205,49765,47800.5,49434,146375,801774900,48993.43,100,1.64E+12,16364.9484,801774900
2021-12-07 00:00:00+00:00,49434,50935,47156.5,50467,198924,1285109700,48747.197,5100,2.64E+12,26362.84439,1285109700
2021-12-08 00:00:00+00:00,50467,51973.5,50058,50618.5,134393,785385400,51017.5449,1000,1.54E+12,15394.45251,785385400
2021-12-09 00:00:00+00:00,50618.5,51232.5,48639,50493.5,125003,784151500,50112.5026,100,1.56E+12,15647.83974,784151500
2021-12-10 00:00:00+00:00,50493.5,50839.5,47350,47567,162758,920742500,48889.9536,200,1.88E+12,18833.00371,920742500
2021-12-11 00:00:00+00:00,47567,50100,46909,47161,194801,1019266500,48324.3531,100,2.11E+12,21092.26033,1019266500
2021-12-12 00:00:00+00:00,47161,49496,46767.5,49391,158766,703781800,48381.6343,100,1.45E+12,14546.5309,703781800
2021-12-13 00:00:00+00:00,49391,50785,48631.5,50066.5,106613,577168000,49683.516,100,1.16E+12,11616.90746,577168000
2021-12-14 00:00:00+00:00,50066.5,50191,45707,46689.5,206758,1179530000,47741.8123,200,2.47E+12,24706.54318,1179530000
2021-12-15 00:00:00+00:00,46689.5,48666,46280.5,48356.5,174142,891591600,47227.5091,100,1.89E+12,18878.66381,891591600
2021-12-16 00:00:00+00:00,48356.5,49514.5,46532,48880,200110,1179756100,48111.619,15000,2.45E+12,24521.27483,1179756100
2021-12-17 00:00:00+00:00,48880,49437,47475,47630,126256,693052200,48505.5442,4500,1.43E+12,14288.141,693052200
2021-12-18 00:00:00+00:00,47630,47988.5,45422.5,46152,174793,1051363900,46730.2822,1400,2.25E+12,22498.6558,1051363900
2021-12-19 00:00:00+00:00,46152,47345.5,45485.5,46829,101794,537933800,46563.3891,200,1.16E+12,11552.76675,537933800
2021-12-20 00:00:00+00:00,46829,48270.5,46408,46650.5,125719,759820400,47288.9259,12200,1.61E+12,16067.65381,759820400
2021-12-21 00:00:00+00:00,46650.5,47532,45561,46892,153504,923172900,46444.6612,100,1.99E+12,19876.84628,923172900
2021-12-22 00:00:00+00:00,46892,49299,46657,48879,129251,841803900,48420.5226,100,1.74E+12,17385.34491,841803900
2021-12-23 00:00:00+00:00,48879,49665.5,48451,48574.5,101988,561561700,48963.6836,100,1.15E+12,11468.96161,561561700
2021-12-24 00:00:00+00:00,48574.5,51368.5,48002,50815.5,133780,848398800,49289.492,100,1.72E+12,17212.62869,848398800
2021-12-25 00:00:00+00:00,50815.5,51874,50404.5,50800,109604,746250000,51049.5794,100,1.46E+12,14618.19606,746250000
2021-12-26 00:00:00+00:00,50800,51177,50005,50380,83739,506531400,50755.4956,200,9.98E+11,9979.879329,506531400
2021-12-27 00:00:00+00:00,50380,51314.5,49408.5,50775,96472,602764000,50178.6359,100,1.20E+12,12012.40841,602764000
2021-12-28 00:00:00+00:00,50775,52147,50436,50700,111023,725148600,51141.7393,8800,1.42E+12,14179.25243,725148600
2021-12-29 00:00:00+00:00,50700,50700,47242,47536,144632,1063412600,48878.0054,500,2.18E+12,21756.49218,1063412600
2021-12-30 00:00:00+00:00,47536,48105,46000,46415.5,127588,942432900,47270.5958,1500,1.99E+12,19936.99614,942432900
2021-12-31 00:00:00+00:00,46415.5,47882.5,45872.5,47111,106563,740468800,47051.9595,10000,1.57E+12,15737.281,740468800
2022-01-01 00:00:00+00:00,47111,48546,45500,46200,131058,1045402500,47217.0283,100,2.21E+12,22140.38799,1045402500
2022-01-02 00:00:00+00:00,46200,47925.5,46192.5,47728.5,81221,543638500,47154.0192,400,1.15E+12,11529.02332,543638500
2022-01-03 00:00:00+00:00,47728.5,47992,46647.5,47300,86679,539072000,47254.2895,2000,1.14E+12,11407.91593,539072000
2022-01-04 00:00:00+00:00,47300,47577,45668.5,46425,114851,760545500,46720.2392,100,1.63E+12,16278.72024,760545500
2022-01-05 00:00:00+00:00,46425,47535.5,45500,45796,125047,799086600,46469.4812,3800,1.72E+12,17195.95325,799086600
2022-01-06 00:00:00+00:00,45796,47067.5,42428,43395,212189,1753918300,45157.3281,17600,3.88E+12,38840.28481,1753918300
2022-01-07 00:00:00+00:00,43395,43750,42333,43072,122294,677677400,43028.3342,800,1.57E+12,15749.58109,677677400
2022-01-08 00:00:00+00:00,43072,43131.5,40551,41542.5,188774,1289970100,41803.9229,200,3.09E+12,30857.65126,1289970100
2022-01-09 00:00:00+00:00,41542.5,42289,40491.5,41659.5,118205,704883100,41521.5144,100,1.70E+12,16976.3797,704883100
2022-01-10 00:00:00+00:00,41659.5,42750,41189,41852.5,97195,582614300,41853.4376,100,1.39E+12,13920.39438,582614300
2022-01-11 00:00:00+00:00,41852.5,42227.5,39609,41800,179538,1184377100,41166.8327,900,2.88E+12,28770.28682,1184377100
2022-01-12 00:00:00+00:00,41800,43090.5,41251,42715,127134,761201700,42200.8592,100,1.80E+12,18037.63164,761201700
2022-01-13 00:00:00+00:00,42715,44666,42448.5,43898.5,118213,762495800,43383.5715,1200,1.76E+12,17575.69126,762495800
2022-01-14 00:00:00+00:00,43898.5,44403,42330.5,42554.5,125455,921101900,43309.1668,200,2.13E+12,21268.0772,921101900
2022-01-15 00:00:00+00:00,42554.5,43460,41751.5,43058.5,115028,729986800,42663.5721,6500,1.71E+12,17110.31545,729986800
2022-01-16 00:00:00+00:00,43058.5,43800,42571.5,43075,77237,500524900,43145.4779,200,1.16E+12,11600.9061,500524900
2022-01-17 00:00:00+00:00,43075,43478,42603.5,43065,79482,481471900,43071.3304,400,1.12E+12,11178.4973,481471900
2022-01-18 00:00:00+00:00,43065,43172,41550,42207.5,117776,615739200,42432.9347,1500,1.45E+12,14510.9144,615739200
2022-01-19 00:00:00+00:00,42207.5,42718.5,41250,42362.5,118224,604009300,41863.6,100,1.44E+12,14428.08109,604009300
2022-01-20 00:00:00+00:00,42362.5,42579,41111.5,41653,126437,800597500,41882.5362,100,1.91E+12,19115.35075,800597500
2022-01-21 00:00:00+00:00,41653,43503,40531.5,40650,140575,924430500,42168.1158,300,2.19E+12,21922.55203,924430500
2022-01-22 00:00:00+00:00,40650,41067,35394.5,36436.5,296082,2100109600,38136.9345,1000,5.51E+12,55067.65646,2100109600
2022-01-23 00:00:00+00:00,36436.5,36799.5,33973,35052,224175,1213128000,35317.4687,100,3.43E+12,34349.33677,1213128000
2022-01-24 00:00:00+00:00,35052,36513.5,34613,36252,146420,787106900,35495.6074,100,2.22E+12,22174.84623,787106900
2022-01-25 00:00:00+00:00,36252,37560,32898.5,36657.5,305426,1752304000,34635.1533,15000,5.06E+12,50593.31246,1752304000
2022-01-26 00:00:00+00:00,36657.5,37539,35717,36949,160122,895249700,36556.3882,100,2.45E+12,24489.60928,895249700
2022-01-27 00:00:00+00:00,36949,38906,36260,36819,212296,1077510300,37688.7736,200,2.86E+12,28589.73091,1077510300
2022-01-28 00:00:00+00:00,36819,37246.5,35514,37163.5,166745,821052200,36360.3309,100,2.26E+12,22581.01494,821052200
2022-01-29 00:00:00+00:00,37163.5,38002,36166,37710,135192,615703100,36994.4249,200,1.66E+12,16643.1619,615703100
2022-01-30 00:00:00+00:00,37710,38745,37281.5,38174,99913,577571500,37897.1623,10000,1.52E+12,15240.50454,577571500
2022-01-31 00:00:00+00:00,38174,38368.5,37342.5,37893.5,82612,459399600,37909.3739,100,1.21E+12,12118.3979,459399600
2022-02-01 00:00:00+00:00,37893.5,38745,36629.5,38473,126090,722617500,37583.5294,100,1.92E+12,19226.97648,722617500
2022-02-02 00:00:00+00:00,38473,39330.5,38000,38687,138419,884188200,38615.7042,7000,2.29E+12,22897.12668,884188200
2022-02-03 00:00:00+00:00,38687,38865,36602.5,36904.5,127009,746883200,37840.231,100,1.97E+12,19737.87348,746883200
2022-02-04 00:00:00+00:00,36904.5,37379,36222.5,37310,120043,593239500,36746.3327,200,1.61E+12,16144.20576,593239500
2022-02-05 00:00:00+00:00,37310,41737,37025,41585.5,178341,1127249600,39020.4311,6700,2.89E+12,28888.79718,1127249600
2022-02-06 00:00:00+00:00,41585.5,41949.5,40955,41387,101231,601055700,41513.0683,43600,1.45E+12,14478.72792,601055700
2022-02-07 00:00:00+00:00,41387,42693,41133,42375.5,86600,569456200,41689.9436,100,1.37E+12,13659.37493,569456200
2022-02-08 00:00:00+00:00,42375.5,44550,41623.5,43845.5,157711,931253100,43163.7287,100,2.16E+12,21574.9459,931253100
2022-02-09 00:00:00+00:00,43845.5,45530,42690,44045,174289,1229701300,43910.3,100,2.80E+12,28004.93767,1229701300
2022-02-10 00:00:00+00:00,44045,44829.5,43116.5,44403,129493,788580400,43944.4542,8000,1.79E+12,17944.97437,788580400
2022-02-11 00:00:00+00:00,44403,45853.5,43200,43491.5,197829,1287302000,44427.2659,700,2.90E+12,28975.56123,1287302000
2022-02-12 00:00:00+00:00,43491.5,43930.5,41934.5,42378,168073,989645700,43042.7802,5400,2.30E+12,22992.18422,989645700
2022-02-13 00:00:00+00:00,42378,43002,41655,42200.5,102007,531980800,42280.974,1000,1.26E+12,12582.07029,531980800
2022-02-14 00:00:00+00:00,42200.5,42772.5,41850,42061.5,86543,520665300,42342.0219,7300,1.23E+12,12296.68751,520665300
2022-02-15 00:00:00+00:00,42061.5,42891,41516,42535.5,156019,719497200,42257.9255,6100,1.70E+12,17026.38356,719497200
2022-02-16 00:00:00+00:00,42535.5,44765,42438,44560,119662,691393000,43920.5214,100,1.57E+12,15741.95663,691393000
2022-02-17 00:00:00+00:00,44560,44562.5,43320,43878.5,104593,659130900,43939.4339,200,1.50E+12,15000.91844,659130900
2022-02-18 00:00:00+00:00,43878.5,44160,40066,40516,163669,1178660200,42299.2162,4900,2.79E+12,27864.83008,1178660200
2022-02-19 00:00:00+00:00,40516,40960,39441,39988,137552,804704000,40274.9977,100,2.00E+12,19980.2525,804704000
2022-02-20 00:00:00+00:00,39988,40450,39638,40083.5,67735,405770300,40020.4905,11600,1.01E+12,10139.07211,405770300
2022-02-21 00:00:00+00:00,40083.5,40120,37956.5,38386.5,123636,840769300,38682.6245,100,2.17E+12,21735.06401,840769300
2022-02-22 00:00:00+00:00,38386.5,39499,36800,37014,196855,1341356400,38290.5564,300,3.50E+12,35031.04088,1341356400
2022-02-23 00:00:00+00:00,37014,38435,36321,38240,152128,887993200,37416.8877,10600,2.37E+12,23732.43582,887993200
2022-02-24 00:00:00+00:00,38240,39270,37050,37262,137470,825792400,38278.098,1000,2.16E+12,21573.56297,825792400
2022-02-25 00:00:00+00:00,37262,40051.5,34348.5,38330,289926,1926224100,36115.6858,300,5.33E+12,53335.01302,1926224100
2022-02-26 00:00:00+00:00,38330,39677.5,37970,39207.5,145799,872453700,38905.5102,5000,2.24E+12,22424.95549,872453700
2022-02-27 00:00:00+00:00,39207.5,40291,38583.5,39115,95912,535537500,39315.285,200,1.36E+12,13621.66012,535537500
2022-02-28 00:00:00+00:00,39115,39879,36965,37693,133063,898544700,38516.0535,3400,2.33E+12,23329.1581,898544700
2022-03-01 00:00:00+00:00,37693,44584,37434.5,43176.5,202509,1368628000,40241.6106,1000,3.40E+12,34010.2878,1368628000
2022-03-02 00:00:00+00:00,43176.5,44971,42861,44427,153994,1009734100,43751.9962,600,2.31E+12,23078.64481,1009734100
2022-03-03 00:00:00+00:00,44427,45356.5,43300,43909,155175,1139678100,44197.3322,3900,2.58E+12,25786.23995,1139678100
2022-03-04 00:00:00+00:00,43909,44088,41820,42439.5,136021,1004227200,42994.8492,12600,2.34E+12,23356.92691,1004227200
2022-03-05 00:00:00+00:00,42439.5,42508,38500,39128.5,161593,1137405600,40687.2897,13500,2.80E+12,27954.91979,1137405600
2022-03-06 00:00:00+00:00,39128.5,39578,38549.5,39375.5,86257,481970100,39136.4924,100,1.23E+12,12315.14965,481970100
2022-03-07 00:00:00+00:00,39375.5,39693,38075,38400.5,131687,889739400,38904.4507,600,2.29E+12,22869.93149,889739400
2022-03-08 00:00:00+00:00,38400.5,39545,37135.5,37967,162194,1194820500,38270.9198,200,3.12E+12,31220.18107,1194820500
2022-03-09 00:00:00+00:00,37967,39381,37857,38723.5,156917,1087892900,38651.675,3700,2.81E+12,28146.07806,1087892900
2022-03-10 00:00:00+00:00,38723.5,42596.5,38641.5,41954.5,167006,1079137900,41338.542,200,2.61E+12,26104.90732,1079137900
2022-03-11 00:00:00+00:00,41954.5,42037,38420,39418,181394,1351599500,39651.8567,6500,3.41E+12,34086.74353,1351599500
2022-03-12 00:00:00+00:00,39418,40245.5,38239,38714.5,141479,979194400,39062.3474,1700,2.51E+12,25067.53432,979194400
2022-03-13 00:00:00+00:00,38714.5,39480,38645.5,38794,63987,377767900,39060.8216,1400,9.67E+11,9671.287247,377767900
2022-03-14 00:00:00+00:00,38794,39306.5,37548,37749,86755,607095300,38664.2282,500,1.57E+12,15701.73152,607095300
2022-03-15 00:00:00+00:00,37749,39916.5,37527.5,39662,130604,721078400,38782.9898,4700,1.86E+12,18592.66871,721078400
2022-03-16 00:00:00+00:00,39662,39892,38112,39280.5,123566,677379000,38973.8953,37500,1.74E+12,17380.37867,677379000
2022-03-17 00:00:00+00:00,39280.5,41790,38752,41115.5,206525,1212441800,40233.5153,5400,3.01E+12,30135.13338,1212441800
2022-03-18 00:00:00+00:00,41115.5,41472,40450,40914,94276,519838500,40887.5878,100,1.27E+12,12713.89706,519838500
2022-03-19 00:00:00+00:00,40914,42352,40160,41768.5,123860,691900400,40968.4952,100,1.69E+12,16888.61574,691900400
2022-03-20 00:00:00+00:00,41768.5,42429,41509.5,42222,79447,463051600,41884.6413,10100,1.11E+12,11055.41565,463051600
2022-03-21 00:00:00+00:00,42222,42293.5,40902,41268,109367,703329300,41521.6868,1400,1.69E+12,16938.88881,703329300
2022-03-22 00:00:00+00:00,41268,41541,40421.5,40983,156661,1161427500,41026.8192,3300,2.83E+12,28309.0211,1161427500
2022-03-23 00:00:00+00:00,40983,43420.5,40867.5,42354,158197,1139088700,42406.6629,2700,2.69E+12,26861.12428,1139088700
2022-03-24 00:00:00+00:00,42354,43024,41691.5,42892,139425,918961000,42229.1947,200,2.18E+12,21761.29354,918961000
2022-03-25 00:00:00+00:00,42892,44240,42270,43991,149981,1057549400,43366.0747,1000,2.44E+12,24386.57609,1057549400
2022-03-26 00:00:00+00:00,43991,45110,43590,44298.5,151728,923049300,44324.4729,500,2.08E+12,20824.90076,923049300
2022-03-27 00:00:00+00:00,44298.5,44799.5,44060,44526.5,102774,476254000,44398.6645,5500,1.07E+12,10726.79119,476254000
2022-03-28 00:00:00+00:00,44526.5,46966,44435,46816,147788,721266600,45334.2038,600,1.59E+12,15910.03564,721266600
2022-03-29 00:00:00+00:00,46816,48178.5,46666.5,47130,143886,889697000,47336.3818,3000,1.88E+12,18795.21148,889697000
2022-03-30 00:00:00+00:00,47130,48120.5,46955,47444,127889,939962900,47553.3787,1000,1.98E+12,19766.49841,939962900
2022-03-31 00:00:00+00:00,47444,47701,46528,47050.5,134685,879573200,47196.0808,300,1.86E+12,18636.58488,879573200
